F S   UID   PID  PPID  C PRI  NI ADDR SZ WCHAN  TTY          TIME CMD
0 S  1054 15046 15045  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
5 S  8202 15077 15044  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  8202 15078 15077  0  80   0 -  5972 n_tty_ pts/6    00:00:00 bash
4 S     0 15730  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  7499 15774 15730  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  7499 15775 15774  0  80   0 -  5973 n_tty_ pts/5    00:00:00 bash
4 S     0 15815  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  7696 15845 15815  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  7696 15846 15845  0  80   0 -  5973 n_tty_ pts/0    00:00:00 bash
0 S  8310 16521 31201  0  80   0 -  1459 n_tty_ pts/64   00:00:00 pico
1 S     0 16559     2  0  80   0 -     0 worker ?        00:00:00 kworker/0:2
1 S     0 16567     2  0  80   0 -     0 worker ?        00:00:00 kworker/2:1
0 S  7935 16571   512  0  80   0 - 14760 poll_s pts/68   00:00:00 vi
4 S     0 16803  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  5990 16853 16803  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  5990 16854 16853  0  80   0 -  5991 n_tty_ pts/8    00:00:00 bash
1 S  3879 17129     1  0  80   0 -   912 poll_s ?        00:03:03 tmux
0 S  3879 17130 17129  0  80   0 -  5172 n_tty_ pts/63   00:00:00 zsh
0 S  7345 17174  4367  0  80   0 - 14774 poll_s pts/74   00:00:00 vi
4 S     0 17216  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  7414 17254 17216  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  7414 17255 17254  0  80   0 -  5991 n_tty_ pts/20   00:00:00 bash
0 S  7932 17537  4671  0  80   0 -  1427 n_tty_ pts/75   00:00:00 pico
0 S  3648 17543  3662  0  80   0 -  1368 n_tty_ pts/73   00:00:00 joe
0 S  8159 17563 30283  0  80   0 -  1426 n_tty_ pts/59   00:00:00 pico
0 S  7370 17576 31540  0  80   0 -  1427 n_tty_ pts/65   00:00:00 pico
1 S     0 17599     2  0  80   0 -     0 worker ?        00:00:00 kworker/0:0
1 S     0 17607     2  0  80   0 -     0 worker ?        00:00:00 kworker/2:0
0 S  7934 17638 21104  0  80   0 - 14759 poll_s pts/31   00:00:00 vi
0 S  7938 17641 30623  0  80   0 -  1427 n_tty_ pts/60   00:00:00 pico
4 S     0 17649  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
4 S     0 17654  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  5990 17683 17654  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  5990 17684 17683  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
5 S  3648 17711 17649  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  3648 17712 17711  0  80   0 -  5991 wait   pts/11   00:00:00 bash
0 S  8016 17956  7061  0  80   0 -  1394 n_tty_ pts/15   00:00:00 pico
0 S  7926 17958  1991  0  80   0 - 14754 poll_s pts/70   00:00:00 vi
0 S  8308 17961  2299  0  80   0 - 14764 poll_s pts/71   00:00:00 vi
4 S     0 18319  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  7369 18337 32287  0  80   0 -  1459 n_tty_ pts/66   00:00:00 pico
5 S  7381 18360 18319  0  80   0 -  7914 poll_s ?        00:00:01 sshd
0 S  7381 18361 18360  0  80   0 -  5972 wait   pts/21   00:00:00 bash
4 S     0 18367  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  6892 18404 18367  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  6892 18405 18404  0  80   0 -  5990 wait   pts/17   00:00:00 bash
0 S  6892 18657 18405  0  80   0 - 14793 poll_s pts/17   00:00:00 vim
0 S  8294 18801 21942  0  80   0 - 14774 poll_s pts/13   00:00:00 vi
1 S     0 18809     2  0  80   0 -     0 worker ?        00:00:00 kworker/2:2
0 S  8307 18835  6472  0  80   0 - 14774 poll_s pts/7    00:00:00 vi
0 S  8295 18842  5239  0  80   0 - 14774 poll_s pts/78   00:00:00 vi
0 S  3648 18848 17712  0  80   0 -  1358 n_tty_ pts/11   00:00:00 joe
0 S  8288 18849 30909  0  80   0 - 14771 poll_s pts/61   00:00:00 vi
0 S  8291 18852 11671  0  80   0 - 14767 poll_s pts/24   00:00:00 vi
1 S     0 18856     2  0  80   0 -     0 worker ?        00:00:00 kworker/1:1
0 S  7422 18897 20481  0  80   0 -  1461 n_tty_ pts/26   00:00:00 pico
0 S  7937 18899  4944  0  80   0 - 14775 poll_s pts/76   00:00:00 vi
0 S  7381 18909 18361  0  80   0 -   873 n_tty_ pts/21   00:00:00 a.out
0 S  5745 18911     1  0  80   0 -   558 wait   pts/16   00:00:00 sh
0 R  5745 18914 18911  0  80   0 -  1176 -      pts/16   00:00:00 ps
1 S  5241 20323     1  0  80   0 -  4788 poll_s ?        00:00:00 screen
0 S  5241 20324 20323  0  80   0 -  5128 n_tty_ pts/29   00:00:00 bash
4 S     0 20449  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  7422 20480 20449  0  80   0 -  8305 poll_s ?        00:00:06 sshd
0 S  7422 20481 20480  0  80   0 -  5995 wait   pts/26   00:00:00 bash
4 S     0 20730  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  7373 20763 20730  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  7373 20765 20763  0  80   0 -  5972 n_tty_ pts/30   00:00:00 bash
4 S     0 21031  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
4 S     0 21033  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
4 S     0 21046  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  7373 21072 21031  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  7373 21073 21072  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
5 S  7934 21103 21033  0  80   0 -  7914 poll_s ?        00:00:01 sshd
0 S  7934 21104 21103  0  80   0 -  6027 wait   pts/31   00:00:00 bash
5 S  6782 21373 21046  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  6782 21374 21373  0  80   0 -  5992 n_tty_ pts/32   00:00:00 bash
1 S  4232 21413     1  0  80   0 -   933 poll_s ?        00:09:05 tmux
0 S  4232 21414 21413  0  80   0 -  6064 n_tty_ pts/14   00:00:00 bash
4 S     0 21894  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  8294 21941 21894  0  80   0 -  7914 poll_s ?        00:00:01 sshd
0 S  8294 21942 21941  0  80   0 -  6049 wait   pts/13   00:00:00 bash
4 S     0 22214  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  7928 22535 22214  0  80   0 -  7914 poll_s ?        00:00:01 sshd
0 S  7928 22536 22535  0  80   0 -  5972 n_tty_ pts/36   00:00:00 bash
0 S  2128 22602 31808  0  80   0 - 42740 poll_s pts/62   00:01:01 gedit
4 S     0 23316  1602  0  80   0 -  7910 poll_s ?        00:00:01 sshd
5 S  7281 23353 23316  0  80   0 -  7910 poll_s ?        00:00:01 sshd
0 S  7281 23354 23353  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
0 S  7496 24520 12634  0  80   0 -  5140 n_tty_ pts/9    00:00:00 bash
4 S     0 24828  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
1 S  7496 25809     1  0  80   0 -  4798 poll_s ?        00:00:08 screen
0 S  7496 25810 25809  0  80   0 -  5178 n_tty_ pts/4    00:00:00 bash
0 S  7496 26250 25809  0  80   0 -  5149 n_tty_ pts/28   00:00:00 bash
5 S     0 26330     1  1  90  10 - 15836 poll_s ?        01:39:07 python
5 S  5898 26482 24828  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  5898 26483 26482  0  80   0 -  5990 n_tty_ pts/49   00:00:00 bash
4 S     0 27477  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  5745 27524 27477  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  5745 27525 27524  0  80   0 -  5130 n_tty_ pts/16   00:00:00 bash
0 T  7831 27791     1  0  80   0 - 41246 signal ?        00:00:00 ghc
0 S  7496 28046 12635  0  80   0 - 14763 poll_s pts/19   00:00:00 vim
4 S     0 28460  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  4797 28489 28460  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  4797 28490 28489  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
4 S     0 28704  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  1054 28735 28704  0  80   0 -  7910 poll_s ?        00:00:03 sshd
0 S  1054 28736 28735  0  80   0 -  5133 wait   pts/10   00:00:00 bash
1 S     0 28772     2  0  80   0 -     0 worker ?        00:00:09 kworker/1:0
4 S     0 29983  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  8159 30282 29983  0  80   0 -  7914 poll_s ?        00:00:01 sshd
0 S  8159 30283 30282  0  80   0 -  5972 wait   pts/59   00:00:00 bash
0 S  5937 30373     1  0  80   0 - 14776 futex_ ?        00:00:00 vi
4 S     0 30540  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  7938 30622 30540  0  80   0 -  7914 poll_s ?        00:00:01 sshd
0 S  7938 30623 30622  0  80   0 -  5973 wait   pts/60   00:00:00 bash
4 S     0 30867  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  8288 30908 30867  0  80   0 -  8289 poll_s ?        00:00:02 sshd
0 S  8288 30909 30908  0  80   0 -  6059 wait   pts/61   00:00:00 bash
4 S     0 31160  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  8310 31200 31160  0  80   0 -  7914 poll_s ?        00:00:01 sshd
0 S  8310 31201 31200  0  80   0 -  5973 wait   pts/64   00:00:00 bash
4 S     0 31494  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  7370 31539 31494  0  80   0 -  7914 poll_s ?        00:00:01 sshd
0 S  7370 31540 31539  0  80   0 -  5972 wait   pts/65   00:00:00 bash
4 S     0 31776  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  2128 31807 31776  0  80   0 -  7978 poll_s ?        00:01:20 sshd
0 S  2128 31808 31807  0  80   0 -  6000 n_tty_ pts/62   00:00:00 bash
4 S     0 31836  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  7268 31869 31836  0  80   0 -  8502 poll_s ?        00:00:01 sshd
